列1,
,
平均,0.004593111
標準誤差,0.002129857
中央値 （メジアン）,0.00241715
最頻値 （モード）,#N/A
標準偏差,0.021298571
分散,0.000453629
尖度,99.9531462
歪度,9.996526625
範囲,0.2133225
最小,0.0021025
最大,0.215425
合計,0.4593111
データの個数,100
